player,n_early,n_late,obs_mwp_early,sim_mwp_early,clutch_early,obs_mwp_late,sim_mwp_late,clutch_late
Eugenie Bouchard,141,141,57.446808510638306,57.351063829787236,0.09574468085106957,46.808510638297875,50.03546099290781,-3.226950354609933
Evgeniya Rodina,83,83,36.144578313253014,36.00602409638554,0.13855421686747604,33.734939759036145,32.855421686746986,0.8795180722891587
Fiona Ferro,58,59,41.37931034482759,39.5,1.8793103448275872,40.67796610169492,43.90677966101694,-3.2288135593220204
Flavia Pennetta,231,232,62.33766233766234,60.149350649350644,2.1883116883116926,59.05172413793104,58.40948275862069,0.6422413793103487
Francesca Schiavone,251,251,58.964143426294825,58.4382470119522,0.5258964143426255,46.613545816733065,46.8187250996016,-0.20517928286853504
Galina Voskoboeva,72,73,37.5,40.94444444444444,-3.444444444444443,36.986301369863014,45.02739726027397,-8.041095890410958
Garbine Muguruza,221,221,63.80090497737556,61.511312217194565,2.2895927601809944,63.80090497737556,63.9524886877828,-0.1515837104072375
Gisela Dulko,111,111,46.846846846846844,45.81531531531531,1.0315315315315345,52.25225225225225,51.71621621621622,0.5360360360360303
Greet Minnen,65,65,40.0,43.823076923076925,-3.8230769230769255,38.46153846153847,41.90769230769231,-3.446153846153841
Hailey Baptiste,55,55,40.0,43.17272727272727,-3.172727272727272,56.36363636363636,53.49090909090909,2.8727272727272677
Harriet Dart,61,61,32.78688524590164,33.50819672131148,-0.7213114754098413,39.34426229508197,42.28688524590164,-2.9426229508196684
Heather Watson,170,171,42.94117647058823,46.89411764705883,-3.9529411764705955,43.27485380116959,46.54970760233918,-3.2748538011695913
Iga Swiatek,204,205,77.94117647058823,75.96813725490196,1.9730392156862706,82.4390243902439,80.32439024390244,2.1146341463414586
Irina Camelia Begu,225,226,53.333333333333336,48.97333333333333,4.3600000000000065,49.11504424778761,48.8429203539823,0.27212389380530766
Irina Falconi,50,51,30.0,30.35,-0.3500000000000014,41.17647058823529,39.745098039215684,1.4313725490196063
Jana Cepelova,72,72,40.27777777777778,38.395833333333336,1.8819444444444429,34.72222222222222,39.02083333333333,-4.298611111111107
Jaqueline Cristian,81,82,49.382716049382715,46.62962962962963,2.7530864197530818,48.78048780487805,42.90853658536585,5.871951219512198
Jasmine Paolini,154,155,44.8051948051948,44.18506493506493,0.6201298701298725,65.16129032258064,60.445161290322574,4.716129032258067
Jelena Jankovic,315,315,67.93650793650794,67.12857142857143,0.8079365079365033,56.507936507936506,58.869841269841274,-2.3619047619047677
Jelena Ostapenko,241,241,54.77178423236515,52.86721991701244,1.904564315352708,60.58091286307054,58.89834024896265,1.6825726141078903
Jennifer Brady,71,72,40.845070422535215,49.34507042253521,-8.499999999999993,59.72222222222222,57.472222222222214,2.250000000000007
Jessica Pegula,199,200,61.80904522613066,60.38693467336683,1.4221105527638258,73.5,70.0175,3.4825000000000017
Jie Zheng,141,141,56.02836879432624,54.56382978723404,1.464539007092199,48.226950354609926,44.907801418439725,3.319148936170201
Jil Teichmann,94,94,51.06382978723404,53.25,-2.1861702127659584,43.61702127659575,45.223404255319146,-1.6063829787233956
Jill Craybas,104,105,39.42307692307692,43.83653846153846,-4.41346153846154,32.38095238095238,33.028571428571425,-0.6476190476190453
Johanna Konta,149,150,63.08724832214765,65.06375838926175,-1.9765100671140985,60.66666666666667,60.06,0.6066666666666691
Johanna Larsson,149,149,42.281879194630875,41.963087248322154,0.3187919463087212,45.63758389261745,44.53020134228187,1.1073825503355792
Julia Goerges,262,263,50.76335877862596,51.95610687022901,-1.1927480916030504,62.737642585551335,59.93155893536122,2.806083650190118
Justine Henin,114,114,88.59649122807018,86.58333333333334,2.0131578947368354,86.8421052631579,82.10964912280703,4.732456140350877
Kaia Kanepi,212,212,53.77358490566038,54.48584905660378,-0.7122641509434047,50.47169811320755,49.74764150943396,0.7240566037735903
Kaja Juvan,55,56,41.81818181818181,44.23636363636364,-2.4181818181818286,53.57142857142857,56.16071428571429,-2.5892857142857224
Kamilla Rakhimova,64,65,37.5,40.84375,-3.34375,38.46153846153847,39.06153846153847,-0.6000000000000014
Karin Knapp,93,93,45.16129032258064,44.204301075268816,0.9569892473118244,47.31182795698925,46.69354838709677,0.6182795698924792
Karolina Muchova,118,118,62.71186440677966,59.89406779661017,2.817796610169488,71.1864406779661,65.23305084745762,5.953389830508485
Karolina Pliskova,314,315,63.37579617834395,60.93630573248407,2.4394904458598745,63.49206349206349,59.831746031746036,3.660317460317451
Katarina Srebotnik,87,88,56.32183908045977,58.47701149425288,-2.1551724137931103,52.27272727272727,57.0,-4.727272727272727
Kate Makarova,226,227,48.23008849557522,49.26327433628318,-1.033185840707965,57.268722466960355,55.257709251101325,2.0110132158590304
Katerina Siniakova,218,219,46.788990825688074,47.24541284403669,-0.4564220183486185,50.2283105022831,50.26712328767123,-0.03881278538813149
Kateryna Baindl,85,85,41.17647058823529,44.3235294117647,-3.147058823529413,40.0,41.735294117647065,-1.735294117647065
Kateryna Bondarenko,141,141,46.09929078014184,45.95390070921985,0.14539007092199085,41.13475177304964,44.91843971631206,-3.7836879432624144
Katie Boulter,91,92,53.84615384615385,54.098901098901095,-0.2527472527472483,53.2608695652174,52.54891304347826,0.7119565217391397
Katie Volynets,56,57,33.92857142857143,40.535714285714285,-6.607142857142854,33.33333333333333,41.09649122807017,-7.7631578947368425
Kiki Bertens,182,182,50.54945054945055,53.35164835164836,-2.80219780219781,64.83516483516483,64.35164835164835,0.4835164835164818
Kim Clijsters,98,99,77.55102040816327,76.48979591836735,1.0612244897959187,78.78787878787878,74.64141414141415,4.146464646464636
Kimberly Birrell,50,50,42.0,41.39,0.6099999999999994,46.0,45.39,0.6099999999999994
Kimiko Date Krumm,71,71,38.028169014084504,40.690140845070424,-2.6619718309859195,35.2112676056338,39.028169014084504,-3.816901408450704
Kirsten Flipkens,194,195,48.96907216494845,47.26546391752578,1.7036082474226717,45.12820512820513,43.55384615384616,1.5743589743589723
Kristina Kucova,50,51,38.0,37.19,0.8100000000000023,35.294117647058826,34.21568627450981,1.0784313725490193
Kristina Mladenovic,217,218,47.926267281105986,48.052995391705075,-0.12672811059908895,46.330275229357795,46.027522935779814,0.3027522935779814
Kristyna Pliskova,111,111,38.73873873873874,42.72522522522522,-3.986486486486484,39.63963963963964,44.72522522522522,-5.085585585585584
Ksenia Pervak,50,51,54.0,52.75,1.25,43.13725490196079,41.86274509803921,1.2745098039215748
Kurumi Nara,93,93,39.784946236559136,37.35483870967742,2.430107526881713,39.784946236559136,42.91397849462366,-3.1290322580645267
Lara Arruabarrena,88,88,44.31818181818182,42.95454545454546,1.3636363636363598,36.36363636363637,36.96022727272727,-0.5965909090909065
Laura Siegemund,142,142,50.70422535211267,51.640845070422536,-0.9366197183098635,47.183098591549296,46.80281690140846,0.38028169014083346
Lauren Davis,150,151,47.333333333333336,46.20333333333333,1.1300000000000026,38.41059602649007,39.33774834437086,-0.9271523178807897
Lesia Tsurenko,168,168,47.023809523809526,48.92559523809524,-1.9017857142857153,53.57142857142857,50.110119047619044,3.4613095238095255
Leylah Fernandez,133,134,56.390977443609025,53.58646616541353,2.8045112781954913,56.71641791044776,57.22014925373134,-0.503731343283583
Lin Zhu,102,103,39.21568627450981,43.98039215686274,-4.764705882352935,50.48543689320388,50.80582524271845,-0.3203883495145661
Linda Noskova,83,84,56.62650602409639,50.95783132530121,5.668674698795186,58.333333333333336,57.80357142857143,0.5297619047619051
Lindsay Davenport,56,56,82.14285714285714,79.22321428571429,2.919642857142847,78.57142857142857,75.72321428571428,2.848214285714292
Liudmila Samsonova,140,140,55.714285714285715,54.91785714285714,0.7964285714285779,56.42857142857143,56.26071428571427,0.1678571428571587
Lucia Bronzetti,81,81,46.913580246913575,49.425925925925924,-2.5123456790123484,39.50617283950617,39.672839506172835,-0.1666666666666643
Lucie Hradecka,95,96,41.05263157894737,45.04736842105263,-3.9947368421052616,43.75,45.66666666666666,-1.9166666666666572
Lucie Safarova,258,259,53.875968992248055,52.4437984496124,1.432170542635653,57.14285714285714,59.13127413127413,-1.9884169884169935
Madison Brengle,108,109,40.74074074074074,39.42592592592593,1.3148148148148096,33.02752293577982,37.22935779816514,-4.201834862385319
Madison Keys,267,267,62.92134831460674,64.2752808988764,-1.3539325842696641,65.91760299625467,64.99625468164794,0.9213483146067318
Magda Linette,213,213,46.948356807511736,48.33802816901409,-1.3896713615023515,50.70422535211267,49.058685446009385,1.6455399061032878
Magdalena Frech,107,108,33.64485981308411,39.38317757009346,-5.738317757009348,45.370370370370374,45.162037037037045,0.2083333333333286
Magdalena Rybarikova,169,170,49.112426035502956,48.624260355029584,0.4881656804733723,50.588235294117645,47.488235294117636,3.1000000000000085
Mandy Minella,76,76,42.10526315789473,38.89473684210526,3.2105263157894726,40.78947368421053,41.66447368421053,-0.875
Maria Elena Camerin,51,52,33.33333333333333,38.31372549019608,-4.980392156862749,26.923076923076923,31.346153846153847,-4.423076923076923
Maria Jose Martinez Sanchez,74,75,58.108108108108105,57.168918918918926,0.9391891891891788,49.333333333333336,48.74,0.5933333333333337
Maria Kirilenko,187,187,50.80213903743316,52.48395721925133,-1.6818181818181728,62.03208556149733,61.36363636363636,0.6684491978609728
Maria Sakkari,224,224,55.35714285714286,53.125,2.232142857142861,56.69642857142857,56.47098214285714,0.2254464285714306
Maria Sharapova,290,291,80.0,74.62758620689655,5.372413793103448,78.00687285223368,74.28006872852234,3.7268041237113465
Mariana Duque Marino,55,56,36.36363636363637,38.52727272727273,-2.163636363636364,41.07142857142857,37.76785714285714,3.3035714285714306
Marie Bouzkova,131,132,48.854961832061065,50.65267175572519,-1.7977099236641223,57.57575757575758,59.07575757575758,-1.5
Marina Erakovic,105,106,45.714285714285715,46.18571428571428,-0.471428571428568,41.509433962264154,47.87264150943396,-6.363207547169807
Marion Bartoli,218,218,58.256880733944946,57.79128440366972,0.4655963302752255,66.97247706422019,63.86926605504586,3.1032110091743235
